id;identifier;species_id;height;weight;base_experience;order;is_default
{id: 255;name: 'torchic'; species_id: 255;height: 4;weight: 25;base_experience: 62;order: 351;is_default: 1},
{id: 256;name: 'combusken'; species_id: 256;height: 9;weight: 195;base_experience: 142;order: 352;is_default: 1},
{id: 257;name: 'blaziken'; species_id: 257;height: 19;weight: 520;base_experience: 265;order: 353;is_default: 1},
{id: 258;name: 'mudkip'; species_id: 258;height: 4;weight: 76;base_experience: 62;order: 355;is_default: 1},
{id: 259;name: 'marshtomp'; species_id: 259;height: 7;weight: 280;base_experience: 142;order: 356;is_default: 1},
{id: 260;name: 'swampert'; species_id: 260;height: 15;weight: 819;base_experience: 268;order: 357;is_default: 1},
{id: 261;name: 'poochyena'; species_id: 261;height: 5;weight: 136;base_experience: 56;order: 359;is_default: 1},
{id: 262;name: 'mightyena'; species_id: 262;height: 10;weight: 370;base_experience: 147;order: 360;is_default: 1},
{id: 263;name: 'zigzagoon'; species_id: 263;height: 4;weight: 175;base_experience: 56;order: 361;is_default: 1},
{id: 264;name: 'linoone'; species_id: 264;height: 5;weight: 325;base_experience: 147;order: 363;is_default: 1},
{id: 265;name: 'wurmple'; species_id: 265;height: 3;weight: 36;base_experience: 56;order: 365;is_default: 1},
{id: 266;name: 'silcoon'; species_id: 266;height: 6;weight: 100;base_experience: 72;order: 366;is_default: 1},
{id: 267;name: 'beautifly'; species_id: 267;height: 10;weight: 284;base_experience: 178;order: 367;is_default: 1},
{id: 268;name: 'cascoon'; species_id: 268;height: 7;weight: 115;base_experience: 72;order: 368;is_default: 1},
{id: 269;name: 'dustox'; species_id: 269;height: 12;weight: 316;base_experience: 173;order: 369;is_default: 1},
{id: 270;name: 'lotad'; species_id: 270;height: 5;weight: 26;base_experience: 44;order: 370;is_default: 1},
{id: 271;name: 'lombre'; species_id: 271;height: 12;weight: 325;base_experience: 119;order: 371;is_default: 1},
{id: 272;name: 'ludicolo'; species_id: 272;height: 15;weight: 550;base_experience: 240;order: 372;is_default: 1},
{id: 273;name: 'seedot'; species_id: 273;height: 5;weight: 40;base_experience: 44;order: 373;is_default: 1},
{id: 274;name: 'nuzleaf'; species_id: 274;height: 10;weight: 280;base_experience: 119;order: 374;is_default: 1},
{id: 275;name: 'shiftry'; species_id: 275;height: 13;weight: 596;base_experience: 240;order: 375;is_default: 1},
{id: 276;name: 'taillow'; species_id: 276;height: 3;weight: 23;base_experience: 54;order: 376;is_default: 1},
{id: 277;name: 'swellow'; species_id: 277;height: 7;weight: 198;base_experience: 159;order: 377;is_default: 1},
{id: 278;name: 'wingull'; species_id: 278;height: 6;weight: 95;base_experience: 54;order: 378;is_default: 1},
{id: 279;name: 'pelipper'; species_id: 279;height: 12;weight: 280;base_experience: 154;order: 379;is_default: 1},
{id: 280;name: 'ralts'; species_id: 280;height: 4;weight: 66;base_experience: 40;order: 380;is_default: 1},
{id: 281;name: 'kirlia'; species_id: 281;height: 8;weight: 202;base_experience: 97;order: 381;is_default: 1},
{id: 282;name: 'gardevoir'; species_id: 282;height: 16;weight: 484;base_experience: 259;order: 382;is_default: 1},
{id: 283;name: 'surskit'; species_id: 283;height: 5;weight: 17;base_experience: 54;order: 386;is_default: 1},
{id: 284;name: 'masquerain'; species_id: 284;height: 8;weight: 36;base_experience: 159;order: 387;is_default: 1},
{id: 285;name: 'shroomish'; species_id: 285;height: 4;weight: 45;base_experience: 59;order: 388;is_default: 1},
{id: 286;name: 'breloom'; species_id: 286;height: 12;weight: 392;base_experience: 161;order: 389;is_default: 1},
{id: 287;name: 'slakoth'; species_id: 287;height: 8;weight: 240;base_experience: 56;order: 390;is_default: 1},
{id: 288;name: 'vigoroth'; species_id: 288;height: 14;weight: 465;base_experience: 154;order: 391;is_default: 1},
{id: 289;name: 'slaking'; species_id: 289;height: 20;weight: 1305;base_experience: 252;order: 392;is_default: 1},
{id: 290;name: 'nincada'; species_id: 290;height: 5;weight: 55;base_experience: 53;order: 393;is_default: 1},
{id: 291;name: 'ninjask'; species_id: 291;height: 8;weight: 120;base_experience: 160;order: 394;is_default: 1},
{id: 292;name: 'shedinja'; species_id: 292;height: 8;weight: 12;base_experience: 83;order: 395;is_default: 1},
{id: 293;name: 'whismur'; species_id: 293;height: 6;weight: 163;base_experience: 48;order: 396;is_default: 1},
{id: 294;name: 'loudred'; species_id: 294;height: 10;weight: 405;base_experience: 126;order: 397;is_default: 1},
{id: 295;name: 'exploud'; species_id: 295;height: 15;weight: 840;base_experience: 245;order: 398;is_default: 1},
{id: 296;name: 'makuhita'; species_id: 296;height: 10;weight: 864;base_experience: 47;order: 399;is_default: 1},
{id: 297;name: 'hariyama'; species_id: 297;height: 23;weight: 2538;base_experience: 166;order: 400;is_default: 1},
{id: 298;name: 'azurill'; species_id: 298;height: 2;weight: 20;base_experience: 38;order: 277;is_default: 1},
{id: 299;name: 'nosepass'; species_id: 299;height: 10;weight: 970;base_experience: 75;order: 401;is_default: 1},
{id: 300;name: 'skitty'; species_id: 300;height: 6;weight: 110;base_experience: 52;order: 403;is_default: 1},
{id: 301;name: 'delcatty'; species_id: 301;height: 11;weight: 326;base_experience: 140;order: 404;is_default: 1},
{id: 302;name: 'sableye'; species_id: 302;height: 5;weight: 110;base_experience: 133;order: 405;is_default: 1},
{id: 303;name: 'mawile'; species_id: 303;height: 6;weight: 115;base_experience: 133;order: 407;is_default: 1},
{id: 304;name: 'aron'; species_id: 304;height: 4;weight: 600;base_experience: 66;order: 409;is_default: 1},
{id: 305;name: 'lairon'; species_id: 305;height: 9;weight: 1200;base_experience: 151;order: 410;is_default: 1},
{id: 306;name: 'aggron'; species_id: 306;height: 21;weight: 3600;base_experience: 265;order: 411;is_default: 1},
{id: 307;name: 'meditite'; species_id: 307;height: 6;weight: 112;base_experience: 56;order: 413;is_default: 1},
{id: 308;name: 'medicham'; species_id: 308;height: 13;weight: 315;base_experience: 144;order: 414;is_default: 1},
{id: 309;name: 'electrike'; species_id: 309;height: 6;weight: 152;base_experience: 59;order: 416;is_default: 1},
{id: 310;name: 'manectric'; species_id: 310;height: 15;weight: 402;base_experience: 166;order: 417;is_default: 1},
{id: 311;name: 'plusle'; species_id: 311;height: 4;weight: 42;base_experience: 142;order: 419;is_default: 1},
{id: 312;name: 'minun'; species_id: 312;height: 4;weight: 42;base_experience: 142;order: 420;is_default: 1},
{id: 313;name: 'volbeat'; species_id: 313;height: 7;weight: 177;base_experience: 151;order: 421;is_default: 1},
{id: 314;name: 'illumise'; species_id: 314;height: 6;weight: 177;base_experience: 151;order: 422;is_default: 1},
{id: 315;name: 'roselia'; species_id: 315;height: 3;weight: 20;base_experience: 140;order: 424;is_default: 1},
{id: 316;name: 'gulpin'; species_id: 316;height: 4;weight: 103;base_experience: 60;order: 426;is_default: 1},
{id: 317;name: 'swalot'; species_id: 317;height: 17;weight: 800;base_experience: 163;order: 427;is_default: 1},
{id: 318;name: 'carvanha'; species_id: 318;height: 8;weight: 208;base_experience: 61;order: 428;is_default: 1},
{id: 319;name: 'sharpedo'; species_id: 319;height: 18;weight: 888;base_experience: 161;order: 429;is_default: 1},
{id: 320;name: 'wailmer'; species_id: 320;height: 20;weight: 1300;base_experience: 80;order: 431;is_default: 1},
{id: 321;name: 'wailord'; species_id: 321;height: 145;weight: 3980;base_experience: 175;order: 432;is_default: 1},
{id: 322;name: 'numel'; species_id: 322;height: 7;weight: 240;base_experience: 61;order: 433;is_default: 1},
{id: 323;name: 'camerupt'; species_id: 323;height: 19;weight: 2200;base_experience: 161;order: 434;is_default: 1},
{id: 324;name: 'torkoal'; species_id: 324;height: 5;weight: 804;base_experience: 165;order: 436;is_default: 1},
{id: 325;name: 'spoink'; species_id: 325;height: 7;weight: 306;base_experience: 66;order: 437;is_default: 1},
{id: 326;name: 'grumpig'; species_id: 326;height: 9;weight: 715;base_experience: 165;order: 438;is_default: 1},
{id: 327;name: 'spinda'; species_id: 327;height: 11;weight: 50;base_experience: 126;order: 439;is_default: 1},
{id: 328;name: 'trapinch'; species_id: 328;height: 7;weight: 150;base_experience: 58;order: 440;is_default: 1},
{id: 329;name: 'vibrava'; species_id: 329;height: 11;weight: 153;base_experience: 119;order: 441;is_default: 1},
{id: 330;name: 'flygon'; species_id: 330;height: 20;weight: 820;base_experience: 260;order: 442;is_default: 1},
{id: 331;name: 'cacnea'; species_id: 331;height: 4;weight: 513;base_experience: 67;order: 443;is_default: 1},
{id: 332;name: 'cacturne'; species_id: 332;height: 13;weight: 774;base_experience: 166;order: 444;is_default: 1},
{id: 333;name: 'swablu'; species_id: 333;height: 4;weight: 12;base_experience: 62;order: 445;is_default: 1},
{id: 334;name: 'altaria'; species_id: 334;height: 11;weight: 206;base_experience: 172;order: 446;is_default: 1},
{id: 335;name: 'zangoose'; species_id: 335;height: 13;weight: 403;base_experience: 160;order: 448;is_default: 1},
{id: 336;name: 'seviper'; species_id: 336;height: 27;weight: 525;base_experience: 160;order: 449;is_default: 1},
{id: 337;name: 'lunatone'; species_id: 337;height: 10;weight: 1680;base_experience: 161;order: 450;is_default: 1},
{id: 338;name: 'solrock'; species_id: 338;height: 12;weight: 1540;base_experience: 161;order: 451;is_default: 1},
{id: 339;name: 'barboach'; species_id: 339;height: 4;weight: 19;base_experience: 58;order: 452;is_default: 1},
{id: 340;name: 'whiscash'; species_id: 340;height: 9;weight: 236;base_experience: 164;order: 453;is_default: 1},
{id: 341;name: 'corphish'; species_id: 341;height: 6;weight: 115;base_experience: 62;order: 454;is_default: 1},
{id: 342;name: 'crawdaunt'; species_id: 342;height: 11;weight: 328;base_experience: 164;order: 455;is_default: 1},
{id: 343;name: 'baltoy'; species_id: 343;height: 5;weight: 215;base_experience: 60;order: 456;is_default: 1},
{id: 344;name: 'claydol'; species_id: 344;height: 15;weight: 1080;base_experience: 175;order: 457;is_default: 1},
{id: 345;name: 'lileep'; species_id: 345;height: 10;weight: 238;base_experience: 71;order: 458;is_default: 1},
{id: 346;name: 'cradily'; species_id: 346;height: 15;weight: 604;base_experience: 173;order: 459;is_default: 1},
{id: 347;name: 'anorith'; species_id: 347;height: 7;weight: 125;base_experience: 71;order: 460;is_default: 1},
{id: 348;name: 'armaldo'; species_id: 348;height: 15;weight: 682;base_experience: 173;order: 461;is_default: 1},
{id: 349;name: 'feebas'; species_id: 349;height: 6;weight: 74;base_experience: 40;order: 462;is_default: 1},
{id: 350;name: 'milotic'; species_id: 350;height: 62;weight: 1620;base_experience: 189;order: 463;is_default: 1},
{id: 351;name: 'castform'; species_id: 351;height: 3;weight: 8;base_experience: 147;order: 464;is_default: 1},
{id: 352;name: 'kecleon'; species_id: 352;height: 10;weight: 220;base_experience: 154;order: 468;is_default: 1},
{id: 353;name: 'shuppet'; species_id: 353;height: 6;weight: 23;base_experience: 59;order: 469;is_default: 1},
{id: 354;name: 'banette'; species_id: 354;height: 11;weight: 125;base_experience: 159;order: 470;is_default: 1},
{id: 355;name: 'duskull'; species_id: 355;height: 8;weight: 150;base_experience: 59;order: 472;is_default: 1},
{id: 356;name: 'dusclops'; species_id: 356;height: 16;weight: 306;base_experience: 159;order: 473;is_default: 1},
{id: 357;name: 'tropius'; species_id: 357;height: 20;weight: 1000;base_experience: 161;order: 475;is_default: 1},
{id: 358;name: 'chimecho'; species_id: 358;height: 6;weight: 10;base_experience: 159;order: 477;is_default: 1},
{id: 359;name: 'absol'; species_id: 359;height: 12;weight: 470;base_experience: 163;order: 478;is_default: 1},
{id: 360;name: 'wynaut'; species_id: 360;height: 6;weight: 140;base_experience: 52;order: 298;is_default: 1},
{id: 361;name: 'snorunt'; species_id: 361;height: 7;weight: 168;base_experience: 60;order: 480;is_default: 1},
{id: 362;name: 'glalie'; species_id: 362;height: 15;weight: 2565;base_experience: 168;order: 481;is_default: 1},
{id: 363;name: 'spheal'; species_id: 363;height: 8;weight: 395;base_experience: 58;order: 484;is_default: 1},
{id: 364;name: 'sealeo'; species_id: 364;height: 11;weight: 876;base_experience: 144;order: 485;is_default: 1},
{id: 365;name: 'walrein'; species_id: 365;height: 14;weight: 1506;base_experience: 265;order: 486;is_default: 1},
{id: 366;name: 'clamperl'; species_id: 366;height: 4;weight: 525;base_experience: 69;order: 487;is_default: 1},
{id: 367;name: 'huntail'; species_id: 367;height: 17;weight: 270;base_experience: 170;order: 488;is_default: 1},
{id: 368;name: 'gorebyss'; species_id: 368;height: 18;weight: 226;base_experience: 170;order: 489;is_default: 1},
{id: 369;name: 'relicanth'; species_id: 369;height: 10;weight: 234;base_experience: 170;order: 490;is_default: 1},
{id: 370;name: 'luvdisc'; species_id: 370;height: 6;weight: 87;base_experience: 116;order: 491;is_default: 1},
{id: 371;name: 'bagon'; species_id: 371;height: 6;weight: 421;base_experience: 60;order: 492;is_default: 1},
{id: 372;name: 'shelgon'; species_id: 372;height: 11;weight: 1105;base_experience: 147;order: 493;is_default: 1},
{id: 373;name: 'salamence'; species_id: 373;height: 15;weight: 1026;base_experience: 300;order: 494;is_default: 1},
{id: 374;name: 'beldum'; species_id: 374;height: 6;weight: 952;base_experience: 60;order: 496;is_default: 1},
{id: 375;name: 'metang'; species_id: 375;height: 12;weight: 2025;base_experience: 147;order: 497;is_default: 1},
{id: 376;name: 'metagross'; species_id: 376;height: 16;weight: 5500;base_experience: 300;order: 498;is_default: 1},
{id: 377;name: 'regirock'; species_id: 377;height: 17;weight: 2300;base_experience: 290;order: 500;is_default: 1},
{id: 378;name: 'regice'; species_id: 378;height: 18;weight: 1750;base_experience: 290;order: 501;is_default: 1},
{id: 379;name: 'registeel'; species_id: 379;height: 19;weight: 2050;base_experience: 290;order: 502;is_default: 1},
{id: 380;name: 'latias'; species_id: 380;height: 14;weight: 400;base_experience: 300;order: 503;is_default: 1},
{id: 381;name: 'latios'; species_id: 381;height: 20;weight: 600;base_experience: 300;order: 505;is_default: 1},
{id: 382;name: 'kyogre'; species_id: 382;height: 45;weight: 3520;base_experience: 335;order: 507;is_default: 1},
{id: 383;name: 'groudon'; species_id: 383;height: 35;weight: 9500;base_experience: 335;order: 509;is_default: 1},
{id: 384;name: 'rayquaza'; species_id: 384;height: 70;weight: 2065;base_experience: 340;order: 511;is_default: 1},
{id: 385;name: 'jirachi'; species_id: 385;height: 3;weight: 11;base_experience: 300;order: 513;is_default: 1},
{id: 386;name: 'deoxys-normal'; species_id: 386;height: 17;weight: 608;base_experience: 270;order: 514;is_default: 1},
{id: 387;name: 'turtwig'; species_id: 387;height: 4;weight: 102;base_experience: 64;order: 518;is_default: 1},
{id: 388;name: 'grotle'; species_id: 388;height: 11;weight: 970;base_experience: 142;order: 519;is_default: 1},
{id: 389;name: 'torterra'; species_id: 389;height: 22;weight: 3100;base_experience: 236;order: 520;is_default: 1},
{id: 390;name: 'chimchar'; species_id: 390;height: 5;weight: 62;base_experience: 62;order: 521;is_default: 1},
{id: 391;name: 'monferno'; species_id: 391;height: 9;weight: 220;base_experience: 142;order: 522;is_default: 1},
{id: 392;name: 'infernape'; species_id: 392;height: 12;weight: 550;base_experience: 240;order: 523;is_default: 1},
{id: 393;name: 'piplup'; species_id: 393;height: 4;weight: 52;base_experience: 63;order: 524;is_default: 1},
{id: 394;name: 'prinplup'; species_id: 394;height: 8;weight: 230;base_experience: 142;order: 525;is_default: 1},
{id: 395;name: 'empoleon'; species_id: 395;height: 17;weight: 845;base_experience: 239;order: 526;is_default: 1},
{id: 396;name: 'starly'; species_id: 396;height: 3;weight: 20;base_experience: 49;order: 527;is_default: 1},
{id: 397;name: 'staravia'; species_id: 397;height: 6;weight: 155;base_experience: 119;order: 528;is_default: 1},
{id: 398;name: 'staraptor'; species_id: 398;height: 12;weight: 249;base_experience: 218;order: 529;is_default: 1},
{id: 399;name: 'bidoof'; species_id: 399;height: 5;weight: 200;base_experience: 50;order: 530;is_default: 1},
{id: 400;name: 'bibarel'; species_id: 400;height: 10;weight: 315;base_experience: 144;order: 531;is_default: 1},
{id: 401;name: 'kricketot'; species_id: 401;height: 3;weight: 22;base_experience: 39;order: 532;is_default: 1},
{id: 402;name: 'kricketune'; species_id: 402;height: 10;weight: 255;base_experience: 134;order: 533;is_default: 1},
{id: 403;name: 'shinx'; species_id: 403;height: 5;weight: 95;base_experience: 53;order: 534;is_default: 1},
{id: 404;name: 'luxio'; species_id: 404;height: 9;weight: 305;base_experience: 127;order: 535;is_default: 1},
{id: 405;name: 'luxray'; species_id: 405;height: 14;weight: 420;base_experience: 262;order: 536;is_default: 1},
{id: 406;name: 'budew'; species_id: 406;height: 2;weight: 12;base_experience: 56;order: 423;is_default: 1},
{id: 407;name: 'roserade'; species_id: 407;height: 9;weight: 145;base_experience: 258;order: 425;is_default: 1},
{id: 408;name: 'cranidos'; species_id: 408;height: 9;weight: 315;base_experience: 70;order: 537;is_default: 1},
{id: 409;name: 'rampardos'; species_id: 409;height: 16;weight: 1025;base_experience: 173;order: 538;is_default: 1},
{id: 410;name: 'shieldon'; species_id: 410;height: 5;weight: 570;base_experience: 70;order: 539;is_default: 1},
{id: 411;name: 'bastiodon'; species_id: 411;height: 13;weight: 1495;base_experience: 173;order: 540;is_default: 1},
{id: 412;name: 'burmy'; species_id: 412;height: 2;weight: 34;base_experience: 45;order: 541;is_default: 1},
{id: 413;name: 'wormadam-plant'; species_id: 413;height: 5;weight: 65;base_experience: 148;order: 542;is_default: 1},
{id: 414;name: 'mothim'; species_id: 414;height: 9;weight: 233;base_experience: 148;order: 545;is_default: 1},
{id: 415;name: 'combee'; species_id: 415;height: 3;weight: 55;base_experience: 49;order: 546;is_default: 1},
{id: 416;name: 'vespiquen'; species_id: 416;height: 12;weight: 385;base_experience: 166;order: 547;is_default: 1},
{id: 417;name: 'pachirisu'; species_id: 417;height: 4;weight: 39;base_experience: 142;order: 548;is_default: 1},
{id: 418;name: 'buizel'; species_id: 418;height: 7;weight: 295;base_experience: 66;order: 549;is_default: 1},
{id: 419;name: 'floatzel'; species_id: 419;height: 11;weight: 335;base_experience: 173;order: 550;is_default: 1},
{id: 420;name: 'cherubi'; species_id: 420;height: 4;weight: 33;base_experience: 55;order: 551;is_default: 1},
{id: 421;name: 'cherrim'; species_id: 421;height: 5;weight: 93;base_experience: 158;order: 552;is_default: 1},
{id: 422;name: 'shellos'; species_id: 422;height: 3;weight: 63;base_experience: 65;order: 553;is_default: 1},
{id: 423;name: 'gastrodon'; species_id: 423;height: 9;weight: 299;base_experience: 166;order: 554;is_default: 1},
{id: 424;name: 'ambipom'; species_id: 424;height: 12;weight: 203;base_experience: 169;order: 286;is_default: 1},
{id: 425;name: 'drifloon'; species_id: 425;height: 4;weight: 12;base_experience: 70;order: 555;is_default: 1},
{id: 426;name: 'drifblim'; species_id: 426;height: 12;weight: 150;base_experience: 174;order: 556;is_default: 1},
{id: 427;name: 'buneary'; species_id: 427;height: 4;weight: 55;base_experience: 70;order: 557;is_default: 1},
{id: 428;name: 'lopunny'; species_id: 428;height: 12;weight: 333;base_experience: 168;order: 558;is_default: 1},
{id: 429;name: 'mismagius'; species_id: 429;height: 9;weight: 44;base_experience: 173;order: 296;is_default: 1},
{id: 430;name: 'honchkrow'; species_id: 430;height: 9;weight: 273;base_experience: 177;order: 294;is_default: 1},
{id: 431;name: 'glameow'; species_id: 431;height: 5;weight: 39;base_experience: 62;order: 560;is_default: 1},
{id: 432;name: 'purugly'; species_id: 432;height: 10;weight: 438;base_experience: 158;order: 561;is_default: 1},
{id: 433;name: 'chingling'; species_id: 433;height: 2;weight: 6;base_experience: 57;order: 476;is_default: 1},
{id: 434;name: 'stunky'; species_id: 434;height: 4;weight: 192;base_experience: 66;order: 562;is_default: 1},
{id: 435;name: 'skuntank'; species_id: 435;height: 10;weight: 380;base_experience: 168;order: 563;is_default: 1},
{id: 436;name: 'bronzor'; species_id: 436;height: 5;weight: 605;base_experience: 60;order: 564;is_default: 1},
{id: 437;name: 'bronzong'; species_id: 437;height: 13;weight: 1870;base_experience: 175;order: 565;is_default: 1},
{id: 438;name: 'bonsly'; species_id: 438;height: 5;weight: 150;base_experience: 58;order: 280;is_default: 1},
{id: 439;name: 'mime-jr'; species_id: 439;height: 6;weight: 130;base_experience: 62;order: 193;is_default: 1},
{id: 440;name: 'happiny'; species_id: 440;height: 6;weight: 244;base_experience: 110;order: 179;is_default: 1},
{id: 441;name: 'chatot'; species_id: 441;height: 5;weight: 19;base_experience: 144;order: 566;is_default: 1},
{id: 442;name: 'spiritomb'; species_id: 442;height: 10;weight: 1080;base_experience: 170;order: 567;is_default: 1},
{id: 443;name: 'gible'; species_id: 443;height: 7;weight: 205;base_experience: 60;order: 568;is_default: 1},
{id: 444;name: 'gabite'; species_id: 444;height: 14;weight: 560;base_experience: 144;order: 569;is_default: 1},
{id: 445;name: 'garchomp'; species_id: 445;height: 19;weight: 950;base_experience: 300;order: 570;is_default: 1},
{id: 446;name: 'munchlax'; species_id: 446;height: 6;weight: 1050;base_experience: 78;order: 234;is_default: 1},
{id: 447;name: 'riolu'; species_id: 447;height: 7;weight: 202;base_experience: 57;order: 572;is_default: 1},
{id: 448;name: 'lucario'; species_id: 448;height: 12;weight: 540;base_experience: 184;order: 573;is_default: 1},
{id: 449;name: 'hippopotas'; species_id: 449;height: 8;weight: 495;base_experience: 66;order: 575;is_default: 1},
{id: 450;name: 'hippowdon'; species_id: 450;height: 20;weight: 3000;base_experience: 184;order: 576;is_default: 1},
{id: 451;name: 'skorupi'; species_id: 451;height: 8;weight: 120;base_experience: 66;order: 577;is_default: 1},
{id: 452;name: 'drapion'; species_id: 452;height: 13;weight: 615;base_experience: 175;order: 578;is_default: 1},
{id: 453;name: 'croagunk'; species_id: 453;height: 7;weight: 230;base_experience: 60;order: 579;is_default: 1},
{id: 454;name: 'toxicroak'; species_id: 454;height: 13;weight: 444;base_experience: 172;order: 580;is_default: 1},
{id: 455;name: 'carnivine'; species_id: 455;height: 14;weight: 270;base_experience: 159;order: 581;is_default: 1},
{id: 456;name: 'finneon'; species_id: 456;height: 4;weight: 70;base_experience: 66;order: 582;is_default: 1},
{id: 457;name: 'lumineon'; species_id: 457;height: 12;weight: 240;base_experience: 161;order: 583;is_default: 1},
{id: 458;name: 'mantyke'; species_id: 458;height: 10;weight: 650;base_experience: 69;order: 326;is_default: 1},
{id: 459;name: 'snover'; species_id: 459;height: 10;weight: 505;base_experience: 67;order: 584;is_default: 1},
{id: 460;name: 'abomasnow'; species_id: 460;height: 22;weight: 1355;base_experience: 173;order: 585;is_default: 1},
{id: 461;name: 'weavile'; species_id: 461;height: 11;weight: 340;base_experience: 179;order: 313;is_default: 1},
{id: 462;name: 'magnezone'; species_id: 462;height: 12;weight: 1800;base_experience: 268;order: 134;is_default: 1},
{id: 463;name: 'lickilicky'; species_id: 463;height: 17;weight: 1400;base_experience: 180;order: 172;is_default: 1},
{id: 464;name: 'rhyperior'; species_id: 464;height: 24;weight: 2828;base_experience: 268;order: 178;is_default: 1},
{id: 465;name: 'tangrowth'; species_id: 465;height: 20;weight: 1286;base_experience: 187;order: 183;is_default: 1},
{id: 466;name: 'electivire'; species_id: 466;height: 18;weight: 1386;base_experience: 270;order: 203;is_default: 1},
{id: 467;name: 'magmortar'; species_id: 467;height: 16;weight: 680;base_experience: 270;order: 206;is_default: 1},
{id: 468;name: 'togekiss'; species_id: 468;height: 15;weight: 380;base_experience: 273;order: 270;is_default: 1},
{id: 469;name: 'yanmega'; species_id: 469;height: 19;weight: 515;base_experience: 180;order: 290;is_default: 1},
{id: 470;name: 'leafeon'; species_id: 470;height: 10;weight: 255;base_experience: 184;order: 222;is_default: 1},
{id: 471;name: 'glaceon'; species_id: 471;height: 8;weight: 259;base_experience: 184;order: 223;is_default: 1},
{id: 472;name: 'gliscor'; species_id: 472;height: 20;weight: 425;base_experience: 179;order: 305;is_default: 1},
{id: 473;name: 'mamoswine'; species_id: 473;height: 25;weight: 2910;base_experience: 265;order: 320;is_default: 1},
{id: 474;name: 'porygon-z'; species_id: 474;height: 9;weight: 340;base_experience: 268;order: 227;is_default: 1},
{id: 475;name: 'gallade'; species_id: 475;height: 16;weight: 520;base_experience: 259;order: 384;is_default: 1},
{id: 476;name: 'probopass'; species_id: 476;height: 14;weight: 3400;base_experience: 184;order: 402;is_default: 1},
{id: 477;name: 'dusknoir'; species_id: 477;height: 22;weight: 1066;base_experience: 263;order: 474;is_default: 1},
{id: 478;name: 'froslass'; species_id: 478;height: 13;weight: 266;base_experience: 168;order: 483;is_default: 1},
{id: 479;name: 'rotom'; species_id: 479;height: 3;weight: 3;base_experience: 154;order: 587;is_default: 1},
{id: 480;name: 'uxie'; species_id: 480;height: 3;weight: 3;base_experience: 290;order: 593;is_default: 1},
{id: 481;name: 'mesprit'; species_id: 481;height: 3;weight: 3;base_experience: 290;order: 594;is_default: 1},
{id: 482;name: 'azelf'; species_id: 482;height: 3;weight: 3;base_experience: 290;order: 595;is_default: 1},
{id: 483;name: 'dialga'; species_id: 483;height: 54;weight: 6830;base_experience: 340;order: 596;is_default: 1},
{id: 484;name: 'palkia'; species_id: 484;height: 42;weight: 3360;base_experience: 340;order: 597;is_default: 1},
{id: 485;name: 'heatran'; species_id: 485;height: 17;weight: 4300;base_experience: 300;order: 598;is_default: 1},
{id: 486;name: 'regigigas'; species_id: 486;height: 37;weight: 4200;base_experience: 335;order: 599;is_default: 1},
{id: 487;name: 'giratina-altered'; species_id: 487;height: 45;weight: 7500;base_experience: 340;order: 600;is_default: 1},
{id: 488;name: 'cresselia'; species_id: 488;height: 15;weight: 856;base_experience: 300;order: 602;is_default: 1},
{id: 489;name: 'phione'; species_id: 489;height: 4;weight: 31;base_experience: 216;order: 603;is_default: 1},
{id: 490;name: 'manaphy'; species_id: 490;height: 3;weight: 14;base_experience: 270;order: 604;is_default: 1},
{id: 491;name: 'darkrai'; species_id: 491;height: 15;weight: 505;base_experience: 270;order: 605;is_default: 1},
{id: 492;name: 'shaymin-land'; species_id: 492;height: 2;weight: 21;base_experience: 270;order: 606;is_default: 1},
{id: 493;name: 'arceus'; species_id: 493;height: 32;weight: 3200;base_experience: 324;order: 608;is_default: 1},
{id: 494;name: 'victini'; species_id: 494;height: 4;weight: 40;base_experience: 300;order: 609;is_default: 1},
{id: 495;name: 'snivy'; species_id: 495;height: 6;weight: 81;base_experience: 62;order: 610;is_default: 1},
{id: 496;name: 'servine'; species_id: 496;height: 8;weight: 160;base_experience: 145;order: 611;is_default: 1},
{id: 497;name: 'serperior'; species_id: 497;height: 33;weight: 630;base_experience: 238;order: 612;is_default: 1},
{id: 498;name: 'tepig'; species_id: 498;height: 5;weight: 99;base_experience: 62;order: 613;is_default: 1},
{id: 499;name: 'pignite'; species_id: 499;height: 10;weight: 555;base_experience: 146;order: 614;is_default: 1},
{id: 500;name: 'emboar'; species_id: 500;height: 16;weight: 1500;base_experience: 238;order: 615;is_default: 1},
{id: 501;name: 'oshawott'; species_id: 501;height: 5;weight: 59;base_experience: 62;order: 616;is_default: 1},
{id: 502;name: 'dewott'; species_id: 502;height: 8;weight: 245;base_experience: 145;order: 617;is_default: 1},
{id: 503;name: 'samurott'; species_id: 503;height: 15;weight: 946;base_experience: 238;order: 618;is_default: 1},
{id: 504;name: 'patrat'; species_id: 504;height: 5;weight: 116;base_experience: 51;order: 619;is_default: 1},
{id: 505;name: 'watchog'; species_id: 505;height: 11;weight: 270;base_experience: 147;order: 620;is_default: 1},
{id: 506;name: 'lillipup'; species_id: 506;height: 4;weight: 41;base_experience: 55;order: 621;is_default: 1},
{id: 507;name: 'herdier'; species_id: 507;height: 9;weight: 147;base_experience: 130;order: 622;is_default: 1},
{id: 508;name: 'stoutland'; species_id: 508;height: 12;weight: 610;base_experience: 250;order: 623;is_default: 1},
{id: 509;name: 'purrloin'; species_id: 509;height: 4;weight: 101;base_experience: 56;order: 624;is_default: 1},
